id,root_pg,"alternate_view",client_id,rg_id,desc_pg,order,access_level,"type","v20","status","name","short_name","criteria","replaced_by_ids","notes",minutes,iaap_credits,price,"category","description","authors","version","keywords"
223,67246,"N",5531,258,0,1030,1000,"course","Y","active","Images (T-Mobile)","T-Mobile Images 2.0",NULL,NULL,"New 2.0 Module 4",90,1.50,45.00,"Web Accessibility","Create accessible images with effective alt text, including simple images, complex images, SVG, icon fonts, and HTML canvas.","Paul Bohman","2.0","images, svg, html canvas, alt text, animations, icon fonts, blind, low vision, screen readers, accessibility, web accessibility, disabilities"
224,67313,"N",5531,262,0,1050,1000,"course","Y","active","Multimedia (T-Mobile)","T-Mobile Multimedia 2.0",NULL,NULL,"New 2.0 Module 6",105,1.75,45.00,"Web Accessibility","Create accessible video, audio, and multimedia, with captions, transcripts audio descriptions, sign language interpretation, and accessible media players.","Paul Bohman","2.0","deaf, hard of hearing, multimedia, audio, video, transcripts, captions, sign language, media players, audio descriptions, accessibility, web accessibility, disabilities"
225,67382,"N",5531,263,0,1040,1000,"course","Y","active","Visual Design and Colors (T-Mobile)","T-Mobile Visual Design 2.0",NULL,NULL,"New 2.0 Module 5",75,1.25,45.00,"Web Accessibility","Create accessible visual designs, taking into account color, contrast, visual layout, reading order, focus order, typography, CSS-generated content, and hidden content.","Paul Bohman","2.0","visual design, color, contrast, typography, reading order, layout, CSS, hidden content, colorblind, low vision, screen readers, accessibility, web accessibility, disabilities"
226,67435,"N",5531,261,0,1020,1000,"course","Y","active","Semantic Structure and Navigation (T-Mobile)","T-Mobile Semantic Structure 2.0",NULL,NULL,"New 2.0 Module 3",105,1.75,45.00,"Web Accessibility","Create semantic markup to allow screen reader users to understand and navigate through the structure of web pages.","Paul Bohman","2.0","semantic structure, headings, landmarks, links, navigation, tables, lists, iframes, markup, validity, highlighting, screen readers, accessibility, web accessibility, disabilities"
227,67546,"N",5531,257,0,4040,1000,"course","N","active","WCAG Conformance Testing, Detailed Methodology (T-Mobile)","T-Mobile WCAG Conformance Testing",NULL,NULL,"",375,6.25,NULL,"Web Accessibility","Learn advanced criteria and detailed testing methods to determine WCAG conformance.",NULL,"2.0","wcag, conformance, testing, success criteria, legal liability, kiosks, web, acaa, user stories, accessibility, web accessibility, disabilities"
228,76281,"N",NULL,266,0,9999,1000,"course","N","active","Fast Track to Accessibility for Designers","Fast Track for Designers",NULL,NULL,"",75,1.25,NULL,"Fast Track","
<p>This course is intended to help UX and UI Designers understand the role that they play in ensuring accessibility in digital content. It is part of our Fast Track series, which provides an abridged, broad overview of role-based accessibility considerations and techniques. </p>

<p>This training is perfect for users seeking to cover a lot of ground in a short amount of time, paving the way for more comprehensive training if desired. </p>

<p>The topics covered are:</p>

<ol>

<li>Your Role in Accessibility</li>
<li>Compliance and Universal versus Inclusive Design</li>
<li>Interaction Methods and Modalities</li>
<li>Navigation and Wayfinding</li>
<li>Structure and Semantics</li>
<li>Error Prevention and States</li>
<li>Contrast and Legibility</li>
<li>Language and Readability</li>
<li>Predictability and Consistency</li>
<li>Timing and Preservation</li>
<li>Movement and Flashing</li>
<li>Visual and Auditory Alternatives</li>

</ol>","Karina Boycheva, Denis Boudreau","1.0","wcag, designers, accessibility, fast track, color contrast, styles, visual design, disabilities"
229,55303,"N",13107,256,0,9999,1000,"course","N","active","Bell Canada - Accessibility Fundamentals","Bell Fundamentals",NULL,NULL,"",80,1.30,NULL,"Concepts and Requirements",NULL,"Denis Boudreau","1.0","wcag, web accessibility"
230,91099,"N",NULL,267,0,9999,1000,"course","N","active","Email Accessibility in Outlook","Email Outlook",NULL,NULL,"",45,0.75,45.00,"Document Accessibility",NULL,NULL,"1.0","email, accessibility, outlook, microsoft, office"
231,103623,"N",NULL,268,0,9999,1000,"course","N","active","Fast Track to Accessibility for Any Role (Non-Technical)","Fast Track to Accessibility for Any Role",NULL,NULL,"",75,1.00,NULL,"Fast Track","<p>This engaging, video-centric course is part of Deque's Fast Track series. This course is perfect for anyone in a non-technical role who’s seeking to quickly learn the basics of accessibility and gain a broad understanding of how to create accessible digital content.</p>","Karina Boycheva, Denis Boudreau","1.0","wcag, designers, accessibility, fast track, color contrast, styles, visual design, disabilities"
232,109053,"N",NULL,269,0,9999,1000,"course","N","active","iOS Accessibility Features","iOS Features",NULL,NULL,"",40,0.75,45.00,"Mobile App Accessibility",NULL,"Kim Barnett","1.0","ios, apple, accessibility, native mobile, app"
233,122156,"N",NULL,270,0,999,1000,"course","Y","active","Mobile App Accessibility Fundamentals","Mobile App Fundamentals",NULL,NULL,"",20,0.25,45.00,"Mobile App Accessibility",NULL,"Kim Arnett","2.0","android, ios, app, mobile, talkback, voiceover"
234,132000,"N",NULL,274,14802,1070,1000,"course","Y","active","Form Labels, Instructions, and Validation (with WCAG 2.2 updates)","Forms (WCAG 2.2)",NULL,NULL,"New 2.0 Module 8",90,1.50,45.00,"Web Accessibility","Create accessible forms with labels for inputs and groups of inputs, instructions, and validation feedback, including in dynamic forms.","Paul Bohman","wcag-2.2","forms, screen readers, labels, fieldset, legend, input, buttons, instructions, form validation, error messages, success messages, custom widgets, dynamic forms, accessibility, web accessibility, disabilities"
235,132434,"N",NULL,273,14799,1040,1000,"course","Y","active","Visual Design and Colors (with WCAG 2.2 updates)","Visual Design for WCAG 2.2",NULL,NULL,"New 2.0 Module 5",75,1.25,45.00,"Web Accessibility","Create accessible visual designs, taking into account color, contrast, visual layout, reading order, focus order, typography, CSS-generated content, and hidden content.","Paul Bohman","wcag-2.2","visual design, color, contrast, typography, reading order, layout, CSS, hidden content, colorblind, low vision, screen readers, accessibility, web accessibility, disabilities"
236,132496,"N",NULL,272,14799,1060,1000,"course","Y","active","Device-Independent Input Methods (with WCAG 2.2 updates)","Device Independence for WCAG 2.2",NULL,NULL,"New 2.0 Module 7",45,0.75,45.00,"Web Accessibility","Create accessible user interactions for mouse, keyboard, voice, and touch.","Paul Bohman","wcag-2.2","keyboard, mouse, voice, touch, mobile, focus management, focus indicator, target size, keyboard shortcuts, tab order, tab focus, hover, accessibility, web accessibility, disabilities"
237,132540,"N",NULL,271,14797,1020,1000,"course","Y","active","Semantic Structure and Navigation (with WCAG 2.2 updates)","Semantic Structure for WCAG 2.2",NULL,NULL,"New 2.0 Module 3",105,1.75,45.00,"Web Accessibility","Create semantic markup to allow screen reader users to understand and navigate through the structure of web pages.","Paul Bohman","wcag-2.2","semantic structure, headings, landmarks, links, navigation, tables, lists, iframes, markup, validity, highlighting, screen readers, accessibility, web accessibility, disabilities"
238,147404,"N",NULL,275,0,9999,1000,"course","N","retired","Fast Track to Accessibility for Document Creators (Microsoft & Google)","Fast Track for Document Creators",NULL,NULL,"",105,1.75,NULL,"Fast Track","<p>This engaging, video-centric course is part of Deque's Fast Track series. This course is perfect for anyone who creates documents in MS Office, Google Docs, or PDF.</p>","Karina Boycheva","1.0","wcag, document creators, word, google docs, Microsoft, powerpoint, excel, slides, sheets"
240,164427,"N",NULL,276,0,9999,1000,"course","N","active","Fast Track to Accessibility for Web Developers, Part 1: Core Techniques","Fast Track for Web Developers,  Part 1: Core",NULL,NULL,"",105,1.25,NULL,"Fast Track","<p>This engaging, video-centric course is part of Deque's Fast Track series. This course is a high level technical overview for web developers of how to create and test web content for accessibility.</p>","Paul Bohman","1.0","wcag, web accessibility, semantic structure, automated testing tools, keyboard accessibility, screen readers, HTML, CSS, JavaScript, ARIA"
241,166989,"N",NULL,277,0,9999,1000,"course","N","active","Android Accessibility Techniques","Android Techniques",NULL,NULL,"",110,1.75,NULL,"Mobile App Accessibility","<p>This course provides a detailed look at creating accessible Android Apps.</p>",NULL,"2.0","wcag, document creators, word, google docs, Microsoft, powerpoint, excel, slides, sheets"
243,176317,"N",NULL,278,0,9999,1000,"course","N","active","Fast Track to Accessibility for PDF Creators","Fast Track for PDF Creators",NULL,NULL,"",105,1.75,NULL,"Fast Track","<p>This engaging, video-centric course is part of Deque's Fast Track series. This course is a high level technical overview for PDF creators.</p>","Karina Boycheva","1.0","wcag, pdf accessibility, tagged pdf, pdf ua"
244,188706,"N",NULL,280,0,9999,1000,"course","N","active","WCAG 2.2 Conformance Testing Methodology","WCAG 2.2 Conformance Testing",NULL,NULL,"",375,3.75,NULL,"Testing and QA","<p>This is a detailed description of how to interpret WCAG 2.2, and how to test for WCAG 2.2 conformance across web, mobile, and other digital contexts.</p>","Paul Bohman","2.2","wcag, 2.2, testing, qa, web accessibility"
246,188958,"N",NULL,281,0,9999,1000,"course","N","active","EN 301-549 (v. 3.2.1) Conformance Testing Methodology","EN 301-549 (v. 3.2.1) Conformance Testing",NULL,NULL,"",375,3.75,NULL,"Testing and QA","<p>This is a detailed description of how to interpret WCAG 2.2, and how to test for WCAG 2.2 conformance across web, mobile, and other digital contexts.</p>","Paul Bohman","2.2","wcag, 2.2, testing, qa, web accessibility"
248,188959,"N",NULL,283,0,9999,1000,"course","N","active","Section 508 (2017) Conformance Testing Methodology","Section 508 (2017) Conformance Testing",NULL,NULL,"",375,3.75,NULL,"Testing and QA","<p>This is a detailed description of how to interpret WCAG 2.2, and how to test for WCAG 2.2 conformance across web, mobile, and other digital contexts.</p>","Paul Bohman","2.2","wcag, 2.2, testing, qa, web accessibility"
249,181744,"N",NULL,279,0,9999,1000,"course","N","active","Fast Track to Accessibility for Web Developers, Part 2: Advanced Techniques","Fast Track for Web Developers,  Part 2: Adv",NULL,NULL,"",50,1.00,NULL,"Fast Track","<p>This course addresses dynamic content, form validation, and other more advanced topics for web developers, in a high level overview appropriate for Deque's \"Fast Track\" series of courses.</p>","Paul Bohman","1.0","wcag, web accessibility, dynamic content, custom components, widgets, form validation, JavaScript, ARIA"
250,191953,"N",NULL,285,0,9999,1000,"course","N","active","Fast Track to Accessibility for Microsoft Office","Fast Track for Microsoft Office",NULL,NULL,"",75,1.25,NULL,"Fast Track","<p>This engaging, video-centric course is part of Deque's Fast Track series. This course is perfect for anyone who creates documents in MS Office.</p>","Karina Boycheva","1.0",NULL
251,191777,"N",NULL,284,0,9999,1000,"course","N","active","Fast Track to Accessibility for Google Workspace","Fast Track for Google Workspace",NULL,NULL,"",60,1.00,NULL,"Fast Track","<p>This engaging, video-centric course is part of Deque's Fast Track series. This course is perfect for anyone who creates documents in Google Docs.</p>","Karina Boycheva","1.0",NULL
252,208273,"N",NULL,286,0,9999,1000,"course","N","active","iOS Accessibility Techniques","iOS Techniques",NULL,NULL,"",40,0.75,45.00,"Mobile App Accessibility",NULL,"Nitya Baddam","2.0","ios, apple, accessibility, native mobile, app"
253,208688,"N",1457,288,0,9999,1000,"course","N","active","Stanford: Fast Track to Accessibility for PDF Creators","Stanford: Fast Track for PDF Creators",NULL,NULL,"",105,1.75,NULL,"Fast Track","<p>This engaging, video-centric course is part of Deque's Fast Track series. This course is a high level technical overview for PDF creators.</p>","Karina Boycheva","1.0","wcag, pdf accessibility, tagged pdf, pdf ua"
254,212820,"N",NULL,0,0,9999,1000,"premium content","N","active","axe Adviser","axe Adviser",NULL,NULL,"",NULL,NULL,NULL,NULL,"axe Adviser is an AI accessibility consultant, expertly trained on Deque University courses",NULL,"1.0","ai, llm, artificial intelligence, large language model, chatbot, ChatGPT"
